Year,Area_Code,Prefecture,Population,Population_M,Population_F,Populatioin_Japanese,Population_U15,Population_15to64,Population_O65,Number_of_Birth,Total_Fertility_Rate,Number_of_Death,Immigrants_Japanese,Out_Immigrant_Japanese,Marriage,Divorce,Temperature_Average,Temperature_Max,Temperature_Min,Precipitation,Kndergarten_Children_Number,Nursery_School_Children,Elementary_School_Teachers,Elementary_School_Students,Junior_High_School_Teachers,Junior_High_School_Students,High_School_Teachers,High_School_Students,University_Teachers,University_Students,University_Graduates,Waste_Per_Person,Recycling_Waste_Rate,Hospital,Consumption_Expeses,Food_Expenses,Housing_Expenses,Utility_Expenses,Clothing_Expenses,Healthcare_Expenses,Transportaion_Communication_Expenses,Education_Expenses,Entertaiment_Expenses,Other_Consumption_Expenses
2016,R38000,ehime,1377000,651000,726000,1368000,167000,776000,432000,9911,1.54,17734,17080,20727,5861,2244,17.6,34,3.2,1583.5,13787,24012,4999,70074,2991,35806,2815,35109,1124,15396,3448,899,18,127,279359,67842,17727,19478,10366,13152,39165,12321,25705,63072
2016,R39000,kochi,721000,339000,382000,718000,82000,396000,242000,4779,1.47,10305,8919,11184,2916,1228,18.1,33.7,2.7,2823,3347,19432,3034,34137,2120,18694,2014,19431,959,8417,1845,942,21.4,119,326268,73243,20037,21461,10716,13380,43638,12037,30453,92081
2016,R40000,fukuoka,5113000,2417000,2696000,5059000,677000,3071000,1357000,44033,1.5,51006,98344,92612,26567,9772,18.1,34.3,4.2,2420.5,64151,103814,16581,276597,9711,139161,8570,132015,8686,107057,23292,971,20.8,400,303957,72064,22581,20667,13787,12906,38139,17379,29767,65493
2016,R41000,saga,829000,391000,437000,825000,115000,478000,236000,6811,1.63,9725,14831,17131,3726,1378,17.9,35,2.6,2586,5418,22085,3375,46784,2250,25289,2132,25274,808,7759,1684,877,20.7,93,283765,72054,19141,21506,9390,14770,33679,7402,25462,69683
2016,R42000,nagasaki,1367000,642000,725000,1358000,176000,775000,417000,10886,1.71,17071,22105,27678,6013,2169,18.1,33.7,4.2,2293,10189,35440,5400,72271,3411,38595,3249,39679,1782,16814,3741,944,15.6,123,250411,67798,17514,21105,10197,11172,35080,6374,19079,51532
2016,R43000,kumamoto,1775000,837000,938000,1766000,239000,1012000,523000,14894,1.66,21379,26003,32794,7976,2915,18,35.1,2.2,2504,11002,46305,7059,97309,4146,50078,3840,48811,1724,25388,5534,843,19.3,174,262224,66031,20122,19274,9486,10014,33614,7338,23611,61125
2016,R44000,oita,1160000,549000,611000,1150000,145000,653000,362000,9059,1.65,14264,17852,20460,5151,1999,17.6,33.9,2.8,2199,10363,23717,4426,60135,2644,31153,2699,31851,1010,14560,3184,934,20.4,132,262329,65303,14062,19133,11288,10507,38661,7524,25763,60840
2016,R45000,miyazaki,1097000,516000,581000,1093000,148000,616000,333000,8929,1.71,13702,17404,21692,5097,2202,18.6,32.7,3.9,2951.5,7627,30619,4134,61350,2887,31602,2636,32052,1079,10417,2201,973,17.2,123,276311,63646,17281,16645,10405,11598,41838,10723,26529,67793
2016,R46000,kagoshima,1637000,768000,869000,1631000,220000,924000,493000,13688,1.68,21610,25811,30284,7483,2891,19.6,34.4,5.4,3285.5,12382,39033,7395,90843,4362,47035,4244,46701,1536,15250,3397,928,15.7,215,274123,62885,18030,17824,9508,12796,38421,8393,23768,72113
2016,R47000,okinawa,1442000,709000,733000,1429000,248000,898000,293000,16617,1.95,11706,24574,24846,8464,3700,24.1,32.6,14.4,2368,16794,40138,6060,99631,3725,49459,3585,46820,1332,18200,3936,854,14.6,81,244574,62899,27165,20375,7521,10905,33457,8696,17320,48748
2017,R01000,hokkaido,5325000,2510000,2815000,5298000,588000,3099000,1632000,34040,1.29,62417,48561,55130,23960,10147,9.1,27.7,-7,1158,51182,73231,19078,245504,11907,131051,10484,126799,6745,77841,16707,961,24.3,493,286698,69640,24217,25633,11222,12242,39559,9837,26797,57003
2017,R02000,aomori,1282000,603000,679000,1277000,141000,731000,407000,8035,1.43,17575,17454,23529,5122,2092,10.7,28.6,-3.2,1388,5734,32943,4753,59233,3148,33921,3061,35865,1356,15055,3368,1002,15,78,246650,69216,13980,27751,7371,11031,30689,5877,21813,50136
2017,R03000,iwate,1254000,603000,651000,1249000,144000,711000,400000,8175,1.47,17232,16658,21019,4775,1860,10.6,29.2,-4.7,1409.5,7387,28301,4911,60141,3051,33023,3029,34446,1400,11319,2413,922,18.4,78,276258,71755,15542,25384,10428,13667,34538,10128,25039,60424
2017,R04000,miyagi,2326000,1136000,1190000,2309000,280000,1412000,631000,16648,1.31,23876,46064,47326,10646,3734,12.9,29.3,-0.7,1320.5,29769,35765,7916,117402,4928,61189,4559,60764,4970,48163,10755,996,16,114,280273,71418,20481,20680,9724,15059,31686,11490,27897,60606
2017,R05000,akita,999000,470000,529000,995000,101000,541000,354000,5396,1.35,15425,10947,15266,3311,1366,11.9,29.1,-2,1935,2936,23234,3373,43795,2273,23894,2165,24818,1035,8897,2021,984,15.5,53,260696,69879,16429,26604,8370,11972,36457,6325,22117,52823
2017,R06000,yamagata,1103000,531000,571000,1097000,130000,617000,355000,7259,1.45,15331,12535,16399,4311,1454,11.9,30.7,-2.5,1341.5,7249,23918,4049,54043,2387,29572,2564,30648,1074,11533,2567,920,14.7,55,308816,77619,16797,29177,10424,12249,51414,9057,25719,66429
2017,R07000,fukushima,1886000,931000,954000,1875000,220000,1093000,569000,13217,1.57,24778,23962,32357,8075,3200,13.4,31.4,-1.3,1202.5,20357,27659,6964,91886,4444,51460,4202,52148,1456,14125,2893,1042,13.3,105,310692,75332,19500,25415,11852,12566,44736,9421,28366,71946
2017,R08000,ibaraki,2902000,1448000,1454000,2852000,355000,1719000,819000,20431,1.48,32260,45737,48749,12790,4694,14.2,30.8,-1.8,1126.5,25469,52726,9993,148267,6102,78906,5754,78372,3181,30223,6694,985,22.8,156,310831,71154,17348,21904,13276,10689,49895,11701,28793,75292
2017,R09000,tochigi,1962000,977000,985000,1929000,245000,1176000,536000,14029,1.45,21829,30748,32358,8787,3215,14.1,31.2,-1.9,1307.5,16798,34521,6994,102325,4187,53888,3703,53677,3893,19740,4369,921,16.3,89,301064,76587,18736,22399,11657,11993,41521,10509,28849,69148
2017,R10000,gumma,1963000,970000,993000,1917000,241000,1151000,567000,13279,1.47,22585,26181,29812,8329,3154,14.9,32,-0.2,1192.5,13891,42964,6882,102310,4138,54421,3820,52867,1726,26996,6143,986,15.1,117,288088,71405,14455,19495,12055,15476,44788,7049,27396,64582
2017,R11000,saitama,7307000,3643000,3664000,7171000,899000,4510000,1900000,53069,1.36,65764,161538,146615,33728,12161,15.4,32.8,-0.4,1308.5,97257,102434,20554,374119,12443,190182,11221,177514,4511,113025,22069,858,24,295,301340,78135,18810,21888,12941,14764,41201,18107,29933,54785
2017,R12000,chiba,6258000,3111000,3147000,6137000,755000,3799000,1692000,44054,1.34,59009,145367,129164,28680,10359,16.3,31.4,2.8,1250,80085,90202,18381,316441,10912,161500,9713,151839,4108,101147,21123,903,22.3,254,294940,79280,7803,21001,12064,12696,42048,13670,36261,59563
2017,R13000,tokyo,13768000,6782000,6985000,13293000,1542000,9021000,3160000,108990,1.21,116451,419283,343785,84991,23055,15.8,31.8,1.7,1430,157418,226588,34036,601414,19471,304199,19340,316903,51214,665984,154073,888,21.9,597,333072,86412,26131,21059,14819,16237,33565,20301,37046,64771
2017,R14000,kanagawa,9173000,4571000,4602000,8994000,1122000,5763000,2274000,68131,1.34,80352,207941,194786,46274,15370,16.3,31.2,3.1,1628.5,118478,130844,25328,461553,14620,229641,12883,207864,5448,179846,35652,858,24.4,291,332034,85457,18750,20075,14681,16228,45332,16578,39351,62921
2017,R15000,niigata,2267000,1099000,1168000,2254000,265000,1292000,709000,14967,1.41,29323,21372,27938,8916,2902,13.7,29.8,0.3,2036.5,7257,60282,8300,110916,4902,56940,4372,58524,2372,26106,5914,1017,22.2,109,291583,72534,20406,25663,9252,10698,47775,10920,23572,61059
2017,R16000,toyama,1056000,512000,545000,1043000,124000,598000,334000,7178,1.55,13161,12305,13398,4360,1393,14.3,31.3,0.2,2699.5,3807,29536,3598,51932,2116,28534,2306,28708,1061,10322,2334,1044,24.1,87,315868,75469,16361,24743,10510,12089,45051,8580,28992,82857
2017,R17000,ishikawa,1148000,557000,592000,1137000,145000,671000,331000,8696,1.54,12727,17856,18484,5169,1540,15,31.2,1.1,2703,6752,34153,4114,59784,2233,31422,2455,32430,2634,25233,5543,968,14.4,81,335446,79714,17995,22931,13717,10736,51248,18238,33219,77320
2017,R18000,fukui,780000,379000,401000,769000,101000,446000,232000,5856,1.62,9347,8754,10273,3381,1083,14.6,32,0.4,2506.5,2585,25559,3119,42177,1851,21773,1677,22592,938,9612,2110,981,18,58,266190,75836,11563,23450,9537,11172,34521,7821,26530,56337
2017,R19000,yamanashi,826000,404000,421000,813000,99000,479000,245000,5705,1.5,9678,12258,14942,3610,1373,14.9,33.3,-2.3,1076,4160,19860,3124,41598,1858,22633,1915,25206,1238,15895,3371,968,15.9,52,287703,71521,15406,21574,11879,12539,38964,9153,26806,70739
2017,R20000,nagano,2082000,1016000,1067000,2052000,260000,1169000,647000,14519,1.56,25665,25682,28363,8978,3212,11.9,30.2,-4.1,1194,9475,50044,7263,109385,4757,58490,4470,58156,1551,14816,3057,817,21.2,114,278871,66987,21389,24150,10311,13507,45155,5663,24470,55604
2017,R21000,gifu,2012000,975000,1037000,1971000,258000,1161000,589000,14039,1.51,22964,24868,30623,8392,2963,15.9,32.9,0.4,1864,21628,39057,7285,108707,4423,57976,4052,55914,1800,19331,4338,892,18.6,89,303296,72378,14567,22677,12228,12612,50385,17940,29572,59885
2017,R22000,shizuoka,3681000,1813000,1868000,3608000,464000,2143000,1069000,26261,1.52,41078,50088,55330,16573,5983,16.8,31.5,2.4,2108,45079,60128,11440,193560,6972,101903,6843,99733,2099,33016,7482,878,18.1,149,281962,76228,21445,21686,10117,11437,34506,10603,25690,60454
2017,R23000,aichi,7528000,3763000,3765000,7321000,1010000,4663000,1852000,62436,1.54,67177,110577,105738,40072,12471,15.9,32.7,1,1701.5,84903,148345,23954,414767,13700,210948,12516,199697,11211,174418,38840,916,21.7,286,300195,78959,20972,20535,12469,13432,41635,10492,32623,58346
2017,R24000,mie,1801000,877000,924000,1762000,226000,1051000,522000,12663,1.49,20531,25633,29696,7937,2784,16.1,31.8,2.2,1679.5,16690,38530,7023,95480,3988,50428,3663,48919,1261,13742,3060,943,27.2,86,293824,74010,13446,19988,12380,12839,38394,17268,28966,64325
2017,R25000,shiga,1414000,697000,717000,1390000,200000,856000,357000,11598,1.54,13082,24911,25626,6587,2204,14.8,31.8,0.7,1895,13986,31099,5453,82193,3124,42021,2863,39681,1052,30219,6338,830,18.7,50,282876,78159,13212,23036,11215,11845,39276,11348,29602,52130
2017,R26000,kyoto,2604000,1245000,1359000,2554000,308000,1548000,743000,18521,1.31,26430,53456,55118,11875,4104,16,33.6,1.5,1469.5,24913,52808,8538,128594,5251,67723,5282,71596,10042,141336,31360,843,15.9,158,249704,75471,13970,20385,8345,12950,29387,8971,23846,47178
2017,R27000,osaka,8841000,4249000,4591000,8652000,1069000,5356000,2399000,66602,1.35,87082,152881,149920,45463,16931,16.8,33.8,2.9,1275.5,92129,148658,27792,441161,16829,232262,14975,232280,13391,218879,46356,945,13.4,482,260814,74537,20044,20434,9127,14062,28087,9996,25888,50143
2017,R28000,hyogo,5515000,2629000,2886000,5425000,692000,3252000,1558000,41605,1.47,56584,85438,92095,25480,9113,16.8,32.6,3.2,1196,54317,92768,18576,291341,10643,149600,10222,142429,6886,114125,24761,938,16.9,318,235238,71263,12337,15764,10388,9765,31082,4262,24780,46145
2017,R29000,nara,1349000,636000,713000,1340000,163000,776000,408000,8965,1.33,14486,23136,26603,5492,2055,15.4,33.2,0,1291,13754,23835,4871,70093,2928,37756,2650,36533,1528,19690,4351,909,16.3,75,303831,74188,13204,22855,12285,13940,38568,22188,32536,63339
2017,R30000,wakayama,948000,446000,502000,943000,112000,529000,304000,6464,1.52,12772,10719,14207,4040,1714,16.8,33.6,3.1,1341.5,6228,19316,3816,46351,2339,25375,2178,27333,693,7026,1563,942,12.4,75,238907,67556,13266,21053,8837,9376,31133,5504,22531,50473
2017,R31000,tottori,566000,270000,296000,562000,72000,318000,175000,4310,1.66,7536,8516,10000,2414,894,15.2,32.8,1.1,2248,2253,17616,2514,29418,1466,15540,1354,15316,872,6685,1443,1050,31.2,39,257533,68355,18994,20109,8627,10385,46107,5433,22228,47802
2017,R32000,shimane,687000,330000,356000,679000,85000,370000,230000,5109,1.72,9694,9897,11425,2662,1035,15.3,31.5,1.1,1760.5,3522,22406,3175,34894,1934,18246,1739,18818,911,6641,1481,946,22.3,43,293721,73698,19239,25525,10098,12126,44194,7194,27173,63720
2017,R33000,okayama,1911000,917000,994000,1890000,243000,1097000,567000,14910,1.54,21604,27554,29736,8832,3241,15.7,33.7,0.5,1205.5,16382,41684,7462,101550,4139,52682,4037,54239,3755,37927,8427,993,29.6,146,305472,74869,16295,21932,11591,15990,47248,13082,27648,65774
2017,R34000,hiroshima,2833000,1373000,1460000,2790000,368000,1652000,809000,22150,1.56,30795,45695,48871,13177,4603,16.3,33.3,2.1,1619.5,27010,62248,9604,151464,5524,76520,5367,72914,4015,54922,12038,891,21.3,211,303131,77461,16852,20741,11716,12454,48044,14609,28825,61628
2017,R35000,yamaguchi,1382000,655000,728000,1369000,164000,757000,462000,9455,1.57,18712,21147,25240,5681,2194,15.6,33.9,0.3,1764,15359,24252,5137,68788,3111,35488,2980,34625,1447,17965,3700,986,30.8,117,289336,65606,19124,21533,9985,13071,51913,8227,27445,61543
2017,R36000,tokushima,744000,354000,389000,739000,85000,418000,241000,5182,1.51,10207,9162,11133,2985,1169,16.7,32.7,3.1,1496,6238,15422,3072,35788,1836,19240,1660,19486,1634,11781,2534,946,16.8,94,273835,67317,13143,20650,12767,10573,30456,12652,29672,65066
2017,R37000,kagawa,968000,468000,500000,959000,120000,546000,301000,7387,1.65,11894,17174,18136,4317,1684,16.6,33.9,2.3,1415.5,11348,20581,3599,51458,2165,27215,2145,26587,752,9047,1950,869,19.3,79,299324,66797,17401,21155,9915,14130,49389,7838,27505,74984
2017,R38000,ehime,1368000,647000,721000,1358000,164000,762000,437000,9569,1.54,18148,17104,20351,5645,2316,16.7,33.2,2.8,1529.5,12970,24389,4952,69535,2918,34951,2813,34459,1130,15728,3415,902,17.9,127,256160,67317,15365,20422,10627,9776,32066,13125,23324,53129
2017,R39000,kochi,714000,337000,378000,711000,80000,389000,244000,4837,1.56,10150,8961,11096,2869,1271,17.1,33.4,2.2,2022,2789,19239,3017,33689,2074,17929,2025,19464,956,8537,1831,954,20.7,118,284803,72287,18315,21275,9462,12413,38705,11996,27616,62133
2017,R40000,fukuoka,5123000,2423000,2700000,5061000,675000,3048000,1384000,43438,1.51,52530,99280,92892,25887,9606,17.6,33.8,4,1318.5,62893,104058,16838,278932,9764,136806,8563,131385,8739,107810,23376,954,21,401,319337,74344,19942,20490,13854,12396,49840,11059,35180,68107
2017,R41000,saga,825000,390000,435000,820000,113000,471000,240000,6743,1.64,9974,15271,17351,3639,1285,17,33.5,1.9,1634.5,4953,21711,3314,45419,2143,23850,2114,25091,804,7774,1778,889,20.8,92,307506,69822,21156,21862,10950,13963,50567,10472,28077,71041
2017,R42000,nagasaki,1355000,636000,719000,1346000,173000,757000,424000,10558,1.7,17515,22438,28321,5831,2089,17.3,32.6,3.7,1778.5,9697,35491,5394,71611,3383,37339,3223,38842,1752,16810,3699,952,15,122,265383,70440,17442,22516,9607,11199,35030,6681,20093,63464
2017,R43000,kumamoto,1767000,834000,933000,1756000,237000,998000,531000,14657,1.67,21588,27138,30979,7883,2859,16.9,33.5,1,1818.5,10207,52152,7022,97680,4126,49229,3803,48196,1699,25109,5543,922,23.4,175,280970,66857,20044,20692,10511,11168,34917,12553,25807,65983
2017,R44000,oita,1152000,545000,607000,1141000,143000,642000,367000,8658,1.62,14398,17304,20189,5022,1943,16.8,32.9,2.8,1910,9967,23742,4346,59443,2610,29958,2685,31848,1013,14661,3010,936,20.6,132,287746,67420,17010,19286,12671,11874,40397,7680,30564,67939
2017,R45000,miyazaki,1091000,514000,577000,1086000,146000,604000,338000,8797,1.73,13749,17704,21018,4688,2132,17.6,33,2.8,2721.5,6821,29468,4205,61280,2826,30839,2647,31716,1100,10327,2234,956,17.1,123,266851,67297,14758,17714,9256,12148,41691,7813,23794,62770
2017,R46000,kagoshima,1626000,764000,862000,1618000,217000,907000,501000,13209,1.69,21833,25324,30080,7146,2771,18.6,33.8,4.6,2274,11786,39791,7423,90738,4348,46119,4243,46443,1522,15173,3413,918,15.7,209,273661,65483,17123,18542,9592,12848,38484,6506,22555,72021
2017,R47000,okinawa,1448000,712000,736000,1434000,247000,893000,303000,16217,1.94,11945,24731,25843,8084,3484,23.6,33.6,14.7,1907,16050,43946,6238,100499,3768,48752,3590,46563,1368,18113,3939,868,15.3,81,233023,62760,20421,19815,7180,10713,32784,9167,18809,42984
2018,R01000,hokkaido,5293000,2495000,2798000,5262000,577000,3052000,1656000,32642,1.27,64187,47269,55222,22916,9971,9.5,25.7,-7.6,1282,48586,76931,19108,243511,11673,126986,10444,125164,6707,78122,16831,969,23.9,486,281054,69044,19089,27012,11517,11437,39308,10825,26991,56984
2018,R02000,aomori,1268000,597000,671000,1263000,137000,714000,412000,7803,1.43,17936,16744,23196,4737,2022,11,27.4,-5.1,1553,5078,33169,4749,58394,3068,32137,3034,34902,1394,15196,3349,1002,14.5,79,251459,68455,17656,28448,8361,11139,38005,4836,20251,45229
2018,R03000,iwate,1240000,597000,643000,1234000,140000,697000,403000,7615,1.41,17390,16285,21285,4439,1843,11,29.4,-6.9,1322,6902,28639,4858,59253,3010,31732,3010,33689,1395,11373,2408,930,18.2,78,286710,75110,11459,25872,10551,12318,48015,7923,25982,60205
2018,R04000,miyagi,2320000,1132000,1187000,2301000,276000,1396000,643000,16211,1.3,24520,45658,47358,10328,3645,13.6,29.7,-2.2,1082,28536,35646,7937,116636,4909,59344,4553,59942,5004,48623,10839,982,16.1,113,274585,72541,18572,23182,10860,12592,35107,12760,26617,53037
2018,R05000,akita,985000,464000,522000,982000,98000,526000,357000,5040,1.33,15434,10569,15111,3052,1246,12.3,29.2,-4,2016.5,2696,23472,3288,42670,2252,23034,2109,23947,1034,8947,1984,989,15.9,53,280058,71840,11849,26191,8766,10324,48688,7820,24527,60254
2018,R06000,yamagata,1092000,527000,565000,1085000,127000,605000,358000,6973,1.48,15320,12455,16337,4039,1487,12.6,32.8,-4.7,1124,6782,24974,4015,53308,2338,28417,2536,30160,1069,11609,2537,915,14.3,54,305472,73583,14841,29005,10454,14541,48045,11047,24901,68926
2018,R07000,fukushima,1869000,922000,946000,1856000,216000,1072000,576000,12495,1.53,24747,23300,31141,7685,3084,14.2,33.4,-2.4,828,19888,29860,6866,90011,4368,49650,4130,50924,1503,14178,2977,1029,12.9,105,284659,70066,18125,25182,10464,11590,41087,12941,25413,58830
2018,R08000,ibaraki,2892000,1443000,1449000,2836000,349000,1696000,833000,19368,1.44,32927,44850,49610,12332,4751,15.3,31.9,-2.4,1282.5,24348,57231,9699,144247,5899,75330,5744,77044,3186,30407,6660,990,21.3,153,290619,71288,12697,22151,10720,13280,42876,7685,28418,71180
2018,R09000,tochigi,1953000,974000,979000,1918000,240000,1160000,546000,13495,1.44,21885,30241,33138,8182,3092,15.2,32.8,-2.8,1257,15039,39345,7000,100932,4143,52936,3671,53276,4020,19812,4366,918,15.9,88,306440,74589,17202,22388,11077,12997,46090,11199,30657,69305
2018,R10000,gumma,1957000,967000,990000,1906000,237000,1141000,574000,12922,1.47,22937,26542,29253,8088,2973,16.1,33.9,-0.7,1046.5,12652,43183,6863,100922,4079,52809,3756,52160,1730,27409,6246,986,15.2,117,265873,70404,13264,18723,9565,13694,49517,5781,23535,50561
2018,R11000,saitama,7325000,3650000,3675000,7171000,891000,4505000,1934000,51241,1.34,67726,163433,146397,32745,11716,16.4,34.5,-1.2,1056,92863,102856,20749,372763,12415,186891,11269,175655,4560,113338,22277,858,23.9,297,323931,81408,18833,23377,13766,14733,46848,22673,33799,57545
2018,R12000,chiba,6273000,3117000,3156000,6136000,748000,3785000,1721000,43404,1.34,59561,146078,129154,28202,10250,17.2,32.2,1.8,1261,76758,102807,18450,315874,10854,157979,9724,150698,4117,101720,21289,897,22.4,253,320447,84992,14700,22938,12070,14076,48066,21150,35544,55950
2018,R13000,tokyo,13887000,6835000,7053000,13368000,1550000,9084000,3189000,107150,1.2,119253,423617,340843,82716,22706,16.8,32.7,0.6,1445.5,154423,250244,34568,609512,19301,300085,19333,314385,51931,669191,155020,875,21.6,598,326229,87282,27129,21499,13977,16265,34195,22152,35322,58349
2018,R14000,kanagawa,9197000,4579000,4618000,8999000,1111000,5761000,2305000,66564,1.33,82336,212423,193557,45079,14943,17.1,32.2,2.1,1573.5,113738,141156,25536,461304,14547,225555,12936,206716,5403,180033,36095,845,24.3,293,301237,80546,26314,19378,12632,15928,32826,14144,31101,58051
2018,R15000,niigata,2246000,1090000,1157000,2232000,260000,1270000,716000,14509,1.41,30068,20644,28188,8612,2814,14.3,31.7,-1.6,1795.5,6531,60042,8341,109403,4807,55315,4262,56649,2632,26314,6143,1034,22.9,108,291158,74871,10291,26565,8823,12236,53924,8674,25738,60875
2018,R16000,toyama,1050000,510000,541000,1035000,122000,593000,336000,6846,1.52,13066,11732,13349,4234,1322,15,32.8,-1,2751,3050,31233,3587,50907,2130,27879,2278,28286,1087,10370,2309,1045,24.1,88,324437,82244,11929,27618,10567,12936,55863,13324,29748,68226
2018,R17000,ishikawa,1145000,555000,590000,1131000,143000,667000,334000,8359,1.54,12723,17392,18989,4965,1469,15.5,32.9,-0.1,2765.5,6052,35095,4085,59610,2215,30699,2435,31987,2734,25984,5705,942,15,81,339175,78671,18189,26486,13150,13656,61649,19808,31264,63788
2018,R18000,fukui,777000,378000,399000,764000,99000,441000,234000,5826,1.67,9221,8608,10767,3274,1081,15.3,33.7,-1.6,2632,1914,25588,3130,41801,1833,21304,1661,22265,1026,9820,2138,1001,18.6,57,283352,74240,11937,24929,10640,10336,44709,9340,25546,62822
2018,R19000,yamanashi,821000,402000,418000,807000,97000,473000,248000,5556,1.53,9916,12351,14805,3473,1287,16,34.5,-2.8,1153.5,4019,20578,3142,40848,1863,22020,1888,24592,1288,16010,3511,985,17,52,273076,70980,9105,22777,9309,10819,38873,9817,23244,69026
2018,R20000,nagano,2073000,1012000,1061000,2040000,255000,1158000,651000,14184,1.57,25422,25475,29078,8737,3053,13,32.8,-4.6,886,9289,50924,7272,108014,4678,56800,4455,57224,1613,15452,3300,811,20.6,113,288413,71705,11528,24861,10019,12547,50509,6984,27531,60286
2018,R21000,gifu,2001000,971000,1031000,1957000,253000,1148000,595000,13720,1.52,23062,25427,30801,7912,2876,16.9,35.1,-0.1,2087,20742,38857,7321,107902,4315,56160,4065,55400,1814,19415,4017,891,18.2,88,322163,76988,16277,22684,12980,13387,55090,15719,32576,65447
2018,R22000,shizuoka,3667000,1807000,1859000,3587000,456000,2122000,1081000,25192,1.5,41972,49616,56270,15768,5923,17.7,32.7,1.3,2442,40032,59272,11533,192601,6924,99221,6815,98846,2105,33274,7556,886,18.4,147,306940,80181,16025,23106,10647,14250,50172,12401,24014,66596
2018,R23000,aichi,7541000,3768000,3772000,7312000,1002000,4659000,1875000,61230,1.54,68833,111067,108908,39117,12653,16.9,35.3,0.2,1695.5,81499,154752,24232,416159,13624,206910,12486,197385,11211,175639,39549,911,21.9,286,286146,75866,16509,20580,11681,13760,43902,10876,29970,51110
2018,R24000,mie,1793000,875000,918000,1749000,222000,1042000,527000,12582,1.54,20900,26419,30644,7446,2929,16.9,33.2,1.2,1720,15149,39319,6984,95086,3876,48625,3634,48350,1274,13869,2995,947,26.4,82,283443,75275,17001,20370,11111,14263,36760,7780,30183,57159
2018,R25000,shiga,1414000,698000,716000,1387000,197000,852000,363000,11350,1.55,13246,25535,26077,6455,2060,15.7,33.6,-0.4,1863,13203,32531,5536,82283,3086,40961,2852,39473,1066,30609,6863,834,18.7,50,276534,78632,10777,22432,10457,13098,35490,12102,28426,53974
2018,R26000,kyoto,2598000,1241000,1356000,2544000,304000,1539000,749000,17909,1.29,26654,52628,55618,11491,4046,16.9,35,0.4,1770,23709,58923,8430,125952,5148,66035,5263,70815,10065,141045,31613,838,15.9,157,281401,78346,13207,21492,10982,12194,37058,7512,29710,59739
2018,R27000,osaka,8838000,4245000,4594000,8632000,1056000,5336000,2420000,65446,1.35,89494,156125,150928,44365,16243,17.4,34.6,1.8,1651.5,86823,160190,28052,438974,16700,225305,14833,226957,13519,222041,47555,961,13.4,478,268768,80280,15400,21609,11014,12713,30906,12134,27854,47730
2018,R28000,hyogo,5501000,2621000,2880000,5405000,683000,3224000,1577000,39713,1.44,57452,86414,92502,24532,8969,17.4,32.7,2.1,2037.5,50780,101033,18570,290093,10469,145111,10118,139953,6841,115085,25209,937,16.7,321,280999,76550,27466,17004,10946,13128,29104,9801,25661,61769
2018,R29000,nara,1341000,632000,709000,1331000,160000,765000,413000,8947,1.37,14674,22498,26524,5234,2047,16.2,34.4,-0.2,1646.5,12644,23042,4901,69369,2895,36791,2605,35745,1535,20087,4471,898,16.3,75,307408,78714,17196,22322,12883,15660,43431,13833,33109,58188
2018,R30000,wakayama,940000,443000,497000,934000,109000,520000,306000,6070,1.48,13062,10810,14391,3785,1686,17.3,33.2,1.9,1950.5,5878,18634,3845,46029,2303,24480,2158,26489,687,7119,1566,962,12.1,75,224853,65642,9117,21083,7794,12015,27543,3697,24383,46366
2018,R31000,tottori,562000,268000,293000,558000,71000,313000,177000,4190,1.61,7309,8113,10096,2329,914,15.7,34.4,-0.9,2183.5,2217,17528,2454,28939,1433,15063,1355,15033,865,6710,1443,1027,29.6,39,266955,71015,14672,22577,9470,10699,36332,8218,24500,58403
2018,R32000,shimane,682000,329000,353000,674000,84000,366000,231000,4887,1.74,9724,9836,11293,2672,901,15.6,33.7,-0.7,1976.5,3227,22102,3191,34801,1909,17596,1736,18590,963,6818,1476,954,21.9,41,313323,74367,19793,24884,10776,13162,48616,12299,30846,66699
2018,R33000,okayama,1904000,914000,989000,1880000,240000,1087000,571000,14485,1.53,22429,27028,30351,8436,3078,16.3,34.7,-0.9,1410,15466,46705,7518,101099,4087,51267,4027,53688,3813,38307,8554,970,28.6,146,290915,70041,17233,22409,10635,15519,38849,15764,25693,63818
2018,R34000,hiroshima,2824000,1369000,1455000,2777000,364000,1636000,817000,21363,1.55,31346,44916,48453,12613,4568,16.8,34.7,1,1878.5,26030,66190,9646,151779,5451,75049,5312,71948,4037,55430,12433,901,20.6,209,282307,74698,16682,21124,11720,12537,40856,9561,26382,58221
2018,R35000,yamaguchi,1369000,649000,720000,1355000,161000,745000,465000,8987,1.54,18836,20762,24902,5347,2170,16,35.2,-0.9,1939.5,15015,25669,5128,68208,3047,34467,2924,33868,1470,18376,3985,987,30.6,117,284023,68195,16559,21377,9437,13687,50737,9532,23506,60574
2018,R36000,tokushima,736000,351000,385000,731000,83000,410000,243000,4998,1.52,10011,8829,11119,2910,1175,17.1,33.1,1.5,1760,5802,16978,3061,35645,1798,18534,1666,19075,1606,11784,2576,954,16.6,94,282732,68696,17478,21478,11012,10162,39718,9706,28728,65274
2018,R37000,kagawa,963000,466000,498000,953000,119000,540000,303000,6899,1.61,12169,16662,18290,4236,1637,17,34.4,0.9,1575,10791,22344,3603,51126,2126,26389,2116,26479,761,9067,1973,863,18.9,78,318612,70794,18247,21811,9916,13030,46756,14449,30004,81183
